Flight_ID,Airline,Departure_City,Arrival_City,Departure_Time,Arrival_Time,Flight_Type,Aircraft_Type,Seats_Available,Price,Meal_Option,Flight_Status,Gate_Number,Gate_Type,Duration (hrs),Baggage_Allowance,Cancellation_Policy,Seat_Class,WiFi_Available,Entertainment_Options,Loyalty_Points_Earned,Layovers,Boarding_Group,Eco_Friendly_Flight,Crew_Language_Support,Inflight_Services,Seat_Availability,Ticket_Flexibility,Discounts_Available,Customer_Rating
919,Southwest,Los Angeles,Boston,08:00 PM,10:00 AM,Domestic,Airbus A350,24,665,Non-Vegetarian,Cancelled,48,International,5.8,25kg,Non-refundable,Business,Yes,None,624,3+ Stops,Group C,Yes,English,Complimentary Drinks,Fully Booked,Fully Flexible,Military Discount,3.9
920,Alaska Airlines,Phoenix,Las Vegas,04:00 PM,02:00 PM,International,Boeing 777,27,376,Vegan,Cancelled,40,Domestic,7.5,30kg,Non-refundable,Business,No,Music,1213,1 Stop,Group C,No,Spanish,None,Fully Booked,Changeable with Fee,Frequent Flyer Discount,4.9
921,JetBlue,Washington D.C.,Las Vegas,10:00 AM,02:00 PM,Domestic,Embraer E190,26,767,Gluten-Free,Delayed,3,Domestic,9.6,15kg,Non-refundable,Premium Economy,No,Games,785,3+ Stops,Group A,Yes,Spanish,Sleep Kit,Limited Availability,Changeable with Fee,None,4.3
922,Spirit,New York,Las Vegas,08:00 AM,06:00 AM,Domestic,Boeing 777,22,645,None,Delayed,41,International,3.4,30kg,Non-refundable,Economy,Yes,Movies & TV,2839,None,Group C,Yes,English,Sleep Kit,Fully Booked,Fully Flexible,Student Discount,4.7
923,Delta,Washington D.C.,Chicago,10:00 AM,08:00 PM,International,Boeing 777,15,436,None,Cancelled,41,Domestic,7.1,15kg,Refundable with Fee,Business,Yes,Music,2661,None,Group B,No,Spanish,Sleep Kit,Limited Availability,Fully Flexible,Senior Citizen Discount,3.0
924,JetBlue,Dallas,Denver,10:00 AM,08:00 AM,Domestic,Airbus A320,5,441,Vegan,Delayed,33,International,7.1,15kg,Non-refundable,First Class,No,Music,4481,3+ Stops,Group A,Yes,English,None,Limited Availability,Non-Changeable,None,3.9
925,Alaska Airlines,Washington D.C.,Seattle,06:00 PM,08:00 PM,International,Boeing 777,19,635,None,Cancelled,6,International,10.2,20kg,Fully Refundable,Economy,No,Games,4016,None,Group B,Yes,French,Sleep Kit,Available,Changeable with Fee,Senior Citizen Discount,3.3
926,Alaska Airlines,Chicago,Dallas,12:00 PM,10:00 AM,Domestic,Embraer E190,14,455,None,Cancelled,43,International,3.3,30kg,Fully Refundable,Economy,Yes,None,3720,2 Stops,Group A,Yes,Chinese,Priority Boarding,Fully Booked,Fully Flexible,Frequent Flyer Discount,4.2
927,Spirit,Miami,Las Vegas,06:00 PM,12:00 PM,International,Embraer E190,8,770,Vegan,Cancelled,20,International,11.0,20kg,Fully Refundable,Business,Yes,None,3477,2 Stops,Group A,Yes,Spanish,Sleep Kit,Available,Non-Changeable,Military Discount,3.3
928,United,Charlotte,Washington D.C.,10:00 AM,02:00 PM,Domestic,Airbus A320,8,448,Vegetarian,On Time,37,International,6.3,20kg,Refundable with Fee,Business,Yes,Games,993,1 Stop,Group C,Yes,Spanish,Extra Legroom,Limited Availability,Fully Flexible,Military Discount,3.0
929,Spirit,Houston,Atlanta,04:00 PM,02:00 PM,Domestic,Boeing 737,9,330,Non-Vegetarian,Cancelled,50,International,11.4,20kg,Refundable with Fee,Economy,Yes,Movies & TV,3744,None,Group A,No,English,Sleep Kit,Available,Fully Flexible,Senior Citizen Discount,3.2
930,Southwest,Washington D.C.,Boston,12:00 PM,08:00 AM,International,Airbus A350,24,702,None,Delayed,4,International,5.7,25kg,Fully Refundable,First Class,Yes,Movies & TV,4294,2 Stops,Group C,Yes,Chinese,Extra Legroom,Limited Availability,Non-Changeable,None,3.8
931,Spirit,New York,Seattle,02:00 PM,06:00 AM,International,Airbus A350,9,239,Gluten-Free,Delayed,49,International,11.1,20kg,Fully Refundable,Premium Economy,No,Games,1122,1 Stop,Group A,No,French,Priority Boarding,Available,Fully Flexible,None,3.9
932,JetBlue,Charlotte,Los Angeles,10:00 AM,04:00 PM,Domestic,Boeing 737,20,358,Vegan,Delayed,27,International,2.6,15kg,Non-refundable,Economy,Yes,None,4503,3+ Stops,Group C,No,French,Sleep Kit,Limited Availability,Fully Flexible,Military Discount,4.0
933,Spirit,Phoenix,Miami,04:00 PM,04:00 PM,Domestic,Boeing 737,12,392,None,Delayed,16,Domestic,2.3,20kg,Fully Refundable,First Class,No,Music,2191,None,Group A,No,French,Extra Legroom,Available,Changeable with Fee,Frequent Flyer Discount,3.4
934,JetBlue,Las Vegas,Phoenix,08:00 AM,12:00 PM,International,Boeing 777,13,460,Vegetarian,Cancelled,19,International,3.3,25kg,Refundable with Fee,Business,Yes,None,2785,1 Stop,Group D,No,Spanish,Sleep Kit,Limited Availability,Fully Flexible,Frequent Flyer Discount,3.7
935,Frontier,Houston,San Francisco,08:00 PM,08:00 PM,International,Embraer E190,9,674,Vegetarian,Delayed,27,International,6.5,Unlimited,Non-refundable,Economy,Yes,Games,2753,2 Stops,Group A,Yes,English,Complimentary Drinks,Limited Availability,Non-Changeable,Frequent Flyer Discount,3.4
936,Delta,Phoenix,Miami,04:00 PM,08:00 AM,Domestic,Airbus A320,12,348,Non-Vegetarian,Delayed,11,Domestic,2.2,30kg,Non-refundable,Business,No,Games,3613,1 Stop,Group B,No,English,Complimentary Drinks,Available,Non-Changeable,Senior Citizen Discount,3.4
937,Alaska Airlines,Houston,Miami,08:00 AM,08:00 AM,International,Boeing 777,5,215,Gluten-Free,Cancelled,21,Domestic,10.2,30kg,Fully Refundable,Premium Economy,Yes,Games,1313,None,Group D,Yes,Spanish,None,Available,Changeable with Fee,Military Discount,4.7
938,American,Atlanta,Washington D.C.,10:00 AM,02:00 PM,Domestic,Airbus A350,15,295,Non-Vegetarian,Delayed,31,International,2.0,25kg,Refundable with Fee,Economy,No,None,4335,3+ Stops,Group C,Yes,Chinese,Extra Legroom,Fully Booked,Non-Changeable,Student Discount,3.9
939,Frontier,Las Vegas,Los Angeles,02:00 PM,12:00 PM,International,Boeing 737,10,568,Vegan,On Time,4,Domestic,11.7,20kg,Refundable with Fee,Economy,Yes,Music,4406,2 Stops,Group B,No,Spanish,Sleep Kit,Available,Fully Flexible,None,4.5
940,Southwest,Los Angeles,Las Vegas,08:00 AM,08:00 AM,Domestic,Airbus A320,21,578,Gluten-Free,On Time,26,International,10.6,25kg,Fully Refundable,Premium Economy,No,Movies & TV,4799,1 Stop,Group B,No,Multilingual,Extra Legroom,Fully Booked,Fully Flexible,Student Discount,4.9
941,American,Atlanta,Los Angeles,08:00 AM,02:00 PM,Domestic,Airbus A350,7,704,Vegan,Delayed,27,Domestic,6.8,20kg,Refundable with Fee,Economy,Yes,Movies & TV,1803,None,Group B,Yes,Chinese,Sleep Kit,Fully Booked,Fully Flexible,Frequent Flyer Discount,3.9
942,Alaska Airlines,Atlanta,Seattle,06:00 AM,06:00 AM,Domestic,Boeing 737,8,664,Vegetarian,On Time,33,International,3.9,30kg,Fully Refundable,Business,No,Music,1689,2 Stops,Group A,No,Spanish,Sleep Kit,Fully Booked,Changeable with Fee,Frequent Flyer Discount,4.1
943,Southwest,Denver,Las Vegas,12:00 PM,08:00 AM,International,Airbus A350,11,202,Gluten-Free,Cancelled,49,Domestic,9.9,20kg,Refundable with Fee,Economy,No,Movies & TV,4141,None,Group B,No,French,Extra Legroom,Available,Non-Changeable,None,3.3
944,Frontier,San Francisco,Orlando,12:00 PM,08:00 AM,International,Airbus A350,7,626,Vegetarian,Cancelled,49,Domestic,7.9,30kg,Refundable with Fee,Economy,No,Games,2178,2 Stops,Group C,Yes,Spanish,Complimentary Drinks,Limited Availability,Non-Changeable,Senior Citizen Discount,3.4
945,Frontier,Washington D.C.,Seattle,08:00 AM,10:00 AM,International,Airbus A350,20,479,Vegan,Cancelled,26,Domestic,10.1,30kg,Non-refundable,Business,No,Games,862,1 Stop,Group D,Yes,French,Extra Legroom,Available,Fully Flexible,Student Discount,4.7
946,Southwest,Houston,Los Angeles,10:00 AM,08:00 PM,Domestic,Embraer E190,15,667,Non-Vegetarian,Delayed,27,International,8.6,30kg,Fully Refundable,Economy,No,Movies & TV,4886,2 Stops,Group B,No,Chinese,None,Limited Availability,Fully Flexible,Senior Citizen Discount,3.3
947,Frontier,Seattle,Denver,04:00 PM,06:00 PM,International,Boeing 737,21,364,None,On Time,48,Domestic,7.8,Unlimited,Fully Refundable,Business,Yes,Games,2957,1 Stop,Group A,No,French,Complimentary Drinks,Fully Booked,Changeable with Fee,None,3.5
948,United,Boston,Charlotte,10:00 AM,02:00 PM,Domestic,Boeing 777,17,444,Vegetarian,Delayed,41,Domestic,3.8,15kg,Non-refundable,Economy,No,None,1811,None,Group C,No,Chinese,Priority Boarding,Limited Availability,Non-Changeable,Student Discount,3.8
949,Frontier,Los Angeles,Orlando,12:00 PM,08:00 PM,International,Airbus A350,17,601,Vegan,Delayed,50,Domestic,8.1,30kg,Fully Refundable,Economy,Yes,None,664,None,Group C,Yes,Chinese,Priority Boarding,Fully Booked,Non-Changeable,None,3.0
950,Southwest,Denver,Miami,10:00 AM,08:00 PM,Domestic,Boeing 777,19,227,Gluten-Free,On Time,38,Domestic,1.5,Unlimited,Refundable with Fee,Business,No,None,3089,2 Stops,Group B,Yes,Chinese,None,Available,Changeable with Fee,Military Discount,3.5
951,Alaska Airlines,Orlando,Charlotte,12:00 PM,06:00 AM,International,Embraer E190,22,378,Gluten-Free,Cancelled,14,International,11.6,Unlimited,Fully Refundable,Business,Yes,Movies & TV,2601,1 Stop,Group A,No,Multilingual,Complimentary Drinks,Available,Changeable with Fee,Frequent Flyer Discount,4.3
952,JetBlue,Orlando,Dallas,08:00 AM,04:00 PM,Domestic,Boeing 777,25,264,Non-Vegetarian,Cancelled,37,Domestic,10.7,15kg,Fully Refundable,Business,Yes,Movies & TV,1930,2 Stops,Group B,Yes,French,None,Limited Availability,Non-Changeable,Military Discount,3.7
953,Spirit,Dallas,Los Angeles,10:00 AM,08:00 PM,International,Embraer E190,28,603,Vegetarian,Cancelled,16,International,9.6,15kg,Non-refundable,Business,No,None,1961,3+ Stops,Group C,Yes,French,Complimentary Drinks,Fully Booked,Non-Changeable,None,3.3
954,Southwest,Chicago,Miami,04:00 PM,06:00 AM,Domestic,Boeing 777,14,758,Non-Vegetarian,On Time,50,International,6.3,Unlimited,Refundable with Fee,Business,No,Movies & TV,968,1 Stop,Group C,No,Spanish,Extra Legroom,Fully Booked,Non-Changeable,None,3.7
955,JetBlue,New York,Denver,12:00 PM,06:00 PM,Domestic,Boeing 777,27,739,Gluten-Free,Delayed,33,Domestic,3.6,15kg,Fully Refundable,Economy,Yes,None,3701,None,Group B,Yes,English,Complimentary Drinks,Available,Non-Changeable,Senior Citizen Discount,4.1
956,American,Washington D.C.,Chicago,02:00 PM,02:00 PM,Domestic,Airbus A350,30,235,Non-Vegetarian,On Time,47,Domestic,4.9,20kg,Fully Refundable,Business,No,None,1711,1 Stop,Group D,Yes,Chinese,Complimentary Drinks,Fully Booked,Fully Flexible,Senior Citizen Discount,3.7
957,JetBlue,Seattle,Seattle,04:00 PM,04:00 PM,Domestic,Embraer E190,30,569,Vegetarian,Cancelled,4,Domestic,6.5,30kg,Non-refundable,Business,Yes,Games,762,2 Stops,Group B,No,Chinese,None,Fully Booked,Changeable with Fee,Frequent Flyer Discount,4.8
958,JetBlue,Seattle,Denver,06:00 PM,04:00 PM,International,Airbus A320,6,206,Vegetarian,On Time,15,International,8.6,Unlimited,Non-refundable,Economy,No,None,1787,1 Stop,Group B,No,Spanish,None,Available,Non-Changeable,None,3.1
959,Frontier,Los Angeles,Orlando,12:00 PM,10:00 AM,International,Boeing 777,20,418,Vegan,On Time,41,Domestic,4.0,25kg,Fully Refundable,Economy,Yes,None,865,None,Group A,No,English,Sleep Kit,Available,Fully Flexible,None,3.7
960,Frontier,New York,Seattle,08:00 PM,10:00 AM,Domestic,Airbus A320,16,195,Non-Vegetarian,On Time,20,Domestic,9.3,20kg,Non-refundable,Economy,Yes,Movies & TV,1000,None,Group C,Yes,French,Extra Legroom,Available,Fully Flexible,None,4.3
961,American,Charlotte,Dallas,10:00 AM,10:00 AM,Domestic,Embraer E190,30,266,Non-Vegetarian,On Time,35,International,1.9,20kg,Non-refundable,First Class,Yes,None,2422,3+ Stops,Group B,Yes,English,None,Fully Booked,Changeable with Fee,Military Discount,4.6
962,Southwest,Dallas,Atlanta,06:00 PM,06:00 PM,International,Airbus A350,28,558,Vegetarian,On Time,6,Domestic,4.3,20kg,Refundable with Fee,Economy,Yes,None,1775,1 Stop,Group C,No,English,Priority Boarding,Available,Non-Changeable,Frequent Flyer Discount,4.2
963,Frontier,Houston,Orlando,06:00 AM,06:00 AM,International,Airbus A320,9,582,Vegetarian,Cancelled,5,International,3.1,15kg,Non-refundable,Business,Yes,Music,2874,3+ Stops,Group A,No,English,Sleep Kit,Fully Booked,Changeable with Fee,Senior Citizen Discount,4.1
964,Delta,Charlotte,San Francisco,12:00 PM,08:00 PM,International,Airbus A350,14,474,Vegan,Cancelled,31,International,7.9,30kg,Refundable with Fee,Business,No,Movies & TV,2273,2 Stops,Group C,Yes,French,Extra Legroom,Available,Changeable with Fee,Student Discount,3.8
965,Frontier,Denver,Houston,06:00 PM,02:00 PM,International,Embraer E190,29,355,Vegan,Delayed,28,International,7.5,25kg,Refundable with Fee,First Class,Yes,Games,4557,2 Stops,Group C,Yes,Spanish,Complimentary Drinks,Fully Booked,Non-Changeable,Student Discount,3.2
966,Delta,Houston,Houston,06:00 PM,04:00 PM,Domestic,Airbus A320,12,548,Vegan,On Time,18,International,4.7,15kg,Refundable with Fee,First Class,Yes,Movies & TV,2532,3+ Stops,Group A,No,Multilingual,Extra Legroom,Limited Availability,Non-Changeable,Senior Citizen Discount,4.6
967,Spirit,Chicago,Chicago,08:00 PM,12:00 PM,International,Airbus A320,14,429,Non-Vegetarian,On Time,45,Domestic,4.9,20kg,Non-refundable,Premium Economy,Yes,Movies & TV,1592,2 Stops,Group B,No,Spanish,Priority Boarding,Limited Availability,Changeable with Fee,Frequent Flyer Discount,4.0
968,American,Seattle,Los Angeles,06:00 AM,08:00 AM,International,Airbus A320,18,294,None,Cancelled,7,Domestic,5.6,20kg,Refundable with Fee,Premium Economy,No,Movies & TV,2256,1 Stop,Group B,Yes,Chinese,Priority Boarding,Fully Booked,Changeable with Fee,Student Discount,4.7
969,Southwest,Seattle,Atlanta,04:00 PM,04:00 PM,Domestic,Boeing 777,6,419,None,Cancelled,39,Domestic,7.9,15kg,Fully Refundable,Economy,No,None,1411,None,Group D,No,Multilingual,None,Limited Availability,Non-Changeable,Military Discount,4.7
970,Spirit,San Francisco,Dallas,06:00 PM,06:00 PM,International,Embraer E190,14,476,Gluten-Free,On Time,16,Domestic,10.5,25kg,Non-refundable,Premium Economy,Yes,Games,2425,2 Stops,Group C,Yes,Chinese,Priority Boarding,Limited Availability,Changeable with Fee,Student Discount,4.1
971,American,Charlotte,Las Vegas,06:00 PM,12:00 PM,Domestic,Airbus A320,14,106,Non-Vegetarian,Cancelled,41,Domestic,7.2,Unlimited,Fully Refundable,Business,Yes,None,1027,1 Stop,Group B,Yes,French,Complimentary Drinks,Limited Availability,Changeable with Fee,Military Discount,4.8
972,Southwest,Orlando,Los Angeles,08:00 AM,08:00 PM,Domestic,Boeing 777,13,635,None,Delayed,45,Domestic,8.3,15kg,Refundable with Fee,Economy,No,None,2179,3+ Stops,Group C,Yes,English,Priority Boarding,Available,Fully Flexible,Senior Citizen Discount,4.2
973,American,Denver,Charlotte,10:00 AM,12:00 PM,Domestic,Boeing 737,15,188,Vegetarian,Cancelled,33,Domestic,6.9,Unlimited,Non-refundable,First Class,Yes,Music,1978,1 Stop,Group B,Yes,French,None,Limited Availability,Fully Flexible,None,4.2
974,JetBlue,Dallas,Los Angeles,02:00 PM,10:00 AM,Domestic,Boeing 737,6,165,Non-Vegetarian,On Time,33,International,7.8,30kg,Refundable with Fee,Premium Economy,No,Music,1592,1 Stop,Group A,Yes,Chinese,None,Available,Non-Changeable,Frequent Flyer Discount,4.8
975,Alaska Airlines,Chicago,Orlando,04:00 PM,12:00 PM,International,Boeing 737,9,684,Vegetarian,Delayed,40,Domestic,7.2,30kg,Refundable with Fee,Economy,No,Music,4634,2 Stops,Group A,Yes,Multilingual,Extra Legroom,Available,Fully Flexible,None,3.4
976,Southwest,Phoenix,Atlanta,04:00 PM,08:00 PM,International,Boeing 777,29,380,Vegan,Cancelled,8,International,4.3,25kg,Non-refundable,First Class,Yes,Music,2125,1 Stop,Group C,Yes,English,None,Fully Booked,Fully Flexible,None,3.5
977,JetBlue,Los Angeles,San Francisco,10:00 AM,12:00 PM,Domestic,Boeing 777,25,535,None,Delayed,27,Domestic,1.9,25kg,Refundable with Fee,Premium Economy,Yes,None,4603,2 Stops,Group C,No,English,None,Available,Non-Changeable,Military Discount,3.6
978,Southwest,Dallas,Las Vegas,12:00 PM,10:00 AM,International,Airbus A350,19,291,None,On Time,37,International,4.7,15kg,Refundable with Fee,First Class,No,Games,3225,None,Group D,Yes,English,Sleep Kit,Limited Availability,Changeable with Fee,Student Discount,3.2
979,Frontier,Boston,Phoenix,08:00 PM,06:00 PM,International,Boeing 777,20,585,Vegetarian,On Time,28,International,5.9,20kg,Refundable with Fee,Business,No,Music,1083,None,Group B,Yes,French,Priority Boarding,Available,Non-Changeable,Senior Citizen Discount,4.2
980,Southwest,Seattle,Phoenix,10:00 AM,08:00 PM,International,Airbus A350,5,179,None,On Time,28,Domestic,5.3,25kg,Fully Refundable,Premium Economy,Yes,Movies & TV,2423,2 Stops,Group D,No,French,Priority Boarding,Fully Booked,Non-Changeable,Military Discount,4.5
981,Spirit,Phoenix,Washington D.C.,12:00 PM,02:00 PM,Domestic,Embraer E190,15,437,Vegetarian,Delayed,13,Domestic,11.8,20kg,Non-refundable,Premium Economy,No,Games,1788,2 Stops,Group D,Yes,French,Extra Legroom,Fully Booked,Fully Flexible,Senior Citizen Discount,4.9
982,United,Atlanta,Los Angeles,08:00 PM,12:00 PM,International,Airbus A350,7,364,Vegan,Delayed,5,International,1.9,25kg,Fully Refundable,Economy,Yes,Games,3103,1 Stop,Group B,Yes,French,Sleep Kit,Available,Non-Changeable,Frequent Flyer Discount,4.7
983,Southwest,Houston,Chicago,08:00 AM,12:00 PM,Domestic,Airbus A320,10,172,Gluten-Free,Cancelled,28,International,2.2,Unlimited,Refundable with Fee,Premium Economy,Yes,Music,2712,3+ Stops,Group B,Yes,Chinese,Complimentary Drinks,Fully Booked,Non-Changeable,Military Discount,4.8
984,United,Orlando,San Francisco,12:00 PM,08:00 PM,International,Boeing 777,13,678,Vegan,Delayed,45,International,6.5,30kg,Non-refundable,Premium Economy,No,Music,2801,2 Stops,Group D,Yes,English,Sleep Kit,Available,Changeable with Fee,Military Discount,4.7
985,Frontier,New York,Los Angeles,12:00 PM,10:00 AM,Domestic,Airbus A320,17,564,Vegan,Cancelled,10,Domestic,1.5,20kg,Refundable with Fee,First Class,Yes,Movies & TV,524,3+ Stops,Group D,No,English,Extra Legroom,Limited Availability,Fully Flexible,Frequent Flyer Discount,3.2
986,Frontier,Chicago,Boston,06:00 AM,04:00 PM,International,Embraer E190,24,594,Vegan,On Time,29,Domestic,8.3,30kg,Refundable with Fee,First Class,Yes,Movies & TV,885,None,Group A,No,Chinese,Complimentary Drinks,Available,Fully Flexible,None,4.0
987,United,Miami,Washington D.C.,02:00 PM,12:00 PM,Domestic,Boeing 777,9,337,Vegan,Cancelled,47,Domestic,3.7,Unlimited,Non-refundable,Business,Yes,Games,785,2 Stops,Group B,Yes,Chinese,Extra Legroom,Available,Fully Flexible,Frequent Flyer Discount,3.7
988,Frontier,Phoenix,Los Angeles,08:00 AM,04:00 PM,Domestic,Airbus A320,28,800,None,Delayed,7,International,5.4,Unlimited,Refundable with Fee,Economy,No,Games,885,3+ Stops,Group B,No,Spanish,Extra Legroom,Fully Booked,Fully Flexible,Frequent Flyer Discount,4.3
989,Southwest,Seattle,Las Vegas,06:00 PM,12:00 PM,International,Boeing 777,22,201,Vegan,Delayed,19,International,7.6,20kg,Fully Refundable,Business,Yes,Games,1095,3+ Stops,Group A,No,English,Priority Boarding,Available,Fully Flexible,None,3.7
990,Southwest,Los Angeles,New York,06:00 PM,08:00 PM,Domestic,Embraer E190,16,508,Non-Vegetarian,Cancelled,6,Domestic,8.1,15kg,Non-refundable,Business,Yes,Music,2228,None,Group B,No,Chinese,None,Available,Changeable with Fee,Military Discount,4.6
991,American,Miami,New York,02:00 PM,10:00 AM,International,Airbus A350,18,440,Gluten-Free,Cancelled,43,International,5.7,25kg,Non-refundable,Business,Yes,None,2801,None,Group D,No,Chinese,Sleep Kit,Available,Changeable with Fee,Student Discount,3.7
992,Alaska Airlines,Dallas,Denver,04:00 PM,04:00 PM,International,Boeing 777,25,665,Gluten-Free,Delayed,45,International,7.9,Unlimited,Refundable with Fee,Economy,Yes,Games,1252,1 Stop,Group D,No,Multilingual,Sleep Kit,Available,Changeable with Fee,Student Discount,3.7
993,Southwest,Chicago,Denver,02:00 PM,10:00 AM,Domestic,Airbus A320,12,793,Vegetarian,Cancelled,5,International,11.9,25kg,Non-refundable,First Class,Yes,Movies & TV,4471,3+ Stops,Group B,No,Chinese,Priority Boarding,Available,Changeable with Fee,Military Discount,3.5
994,Alaska Airlines,Chicago,Boston,06:00 PM,06:00 PM,Domestic,Embraer E190,23,792,None,Delayed,38,International,6.5,20kg,Fully Refundable,Business,No,None,2607,1 Stop,Group C,No,French,Sleep Kit,Fully Booked,Fully Flexible,Military Discount,4.2
995,Southwest,Seattle,Los Angeles,06:00 PM,10:00 AM,International,Airbus A350,26,696,Non-Vegetarian,Cancelled,34,International,5.2,20kg,Fully Refundable,Business,No,None,500,3+ Stops,Group A,Yes,Spanish,None,Available,Fully Flexible,Student Discount,3.0
